date,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price,volume,adj_close,cashflow,cml_units,cml_cost,gain_loss,avg_price
2021-04-16 00:00:00,7002494.86,2.80176564,-38306.0,0.0,0.0,0.0,,7002494.86,2.80176564,-32553.94,0.0,0.0,0.0,,7002494.86,2.80176564,-0.27,0.0023,0.27,0.0,117.391,7002494.86,2.80176564,-18975.2,3288.0,107141.05,0.0,32.585,7002494.86,2.80176564,0.0,0.0,0.0,0.0,,7002494.86,2.80176564,0.0,0.0,0.0,0.0,,7002494.86,2.80176564,0.0,0.0,0.0,0.0,,7002494.86,2.80176564,0.0,0.0,0.0,0.0,
2021-04-16 23:34:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-8876.74,17929.7,873491.3334,866.7731,48.718,,,,,,,,,,,,,,,,,,,,,
2021-04-17 00:00:00,1819516.09,3.32740555,-38306.0,0.0,0.0,0.0,,1819516.09,3.32740555,-32553.94,0.0,0.0,0.0,,1819516.09,3.32740555,-0.27,0.0023,0.27,0.0,117.391,1819516.09,3.32740555,-18975.2,3288.0,107141.05,0.0,32.585,1819516.09,3.32740555,-8876.74,17929.7,873491.3334,866.7731,48.718,1819516.09,3.32740555,0.0,0.0,0.0,0.0,,1819516.09,3.32740555,0.0,0.0,0.0,0.0,,1819516.09,3.32740555,0.0,0.0,0.0,0.0,
2021-04-17 05:17:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1969.91,-44.383706,-1969.91,0.0,44.384,,,,,,,,,,,,,,
2021-04-18 00:00:00,506215.1,2.72880449,-38306.0,0.0,0.0,0.0,,506215.1,2.72880449,-32553.94,0.0,0.0,0.0,,506215.1,2.72880449,-0.27,0.0023,0.27,0.0,117.391,506215.1,2.72880449,-18975.2,3288.0,107141.05,0.0,32.585,506215.1,2.72880449,-8876.74,17929.7,873491.3334,866.7731,48.718,506215.1,2.72880449,1969.91,-44.383706,-1969.91,0.0,44.384,506215.1,2.72880449,0.0,0.0,0.0,0.0,,506215.1,2.72880449,0.0,0.0,0.0,0.0,
2021-04-19 00:00:00,1594253.19,3.21585769,-38306.0,0.0,0.0,0.0,,1594253.19,3.21585769,-32553.94,0.0,0.0,0.0,,1594253.19,3.21585769,-0.27,0.0023,0.27,0.0,117.391,1594253.19,3.21585769,-18975.2,3288.0,107141.05,0.0,32.585,1594253.19,3.21585769,-8876.74,17929.7,873491.3334,866.7731,48.718,1594253.19,3.21585769,1969.91,-44.383706,-1969.91,0.0,44.384,1594253.19,3.21585769,0.0,0.0,0.0,0.0,,1594253.19,3.21585769,0.0,0.0,0.0,0.0,
2021-04-20 00:00:00,1135265.84,1.78047952,-38306.0,0.0,0.0,0.0,,1135265.84,1.78047952,-32553.94,0.0,0.0,0.0,,1135265.84,1.78047952,-0.27,0.0023,0.27,0.0,117.391,1135265.84,1.78047952,-18975.2,3288.0,107141.05,0.0,32.585,1135265.84,1.78047952,-8876.74,17929.7,873491.3334,866.7731,48.718,1135265.84,1.78047952,1969.91,-44.383706,-1969.91,0.0,44.384,1135265.84,1.78047952,0.0,0.0,0.0,0.0,,1135265.84,1.78047952,0.0,0.0,0.0,0.0,
2021-04-21 00:00:00,926283.34,1.78860275,-38306.0,0.0,0.0,0.0,,926283.34,1.78860275,-32553.94,0.0,0.0,0.0,,926283.34,1.78860275,-0.27,0.0023,0.27,0.0,117.391,926283.34,1.78860275,-18975.2,3288.0,107141.05,0.0,32.585,926283.34,1.78860275,-8876.74,17929.7,873491.3334,866.7731,48.718,926283.34,1.78860275,1969.91,-44.383706,-1969.91,0.0,44.384,926283.34,1.78860275,0.0,0.0,0.0,0.0,,926283.34,1.78860275,0.0,0.0,0.0,0.0,
2021-04-22 00:00:00,630815.08,1.78316698,-38306.0,0.0,0.0,0.0,,630815.08,1.78316698,-32553.94,0.0,0.0,0.0,,630815.08,1.78316698,-0.27,0.0023,0.27,0.0,117.391,630815.08,1.78316698,-18975.2,3288.0,107141.05,0.0,32.585,630815.08,1.78316698,-8876.74,17929.7,873491.3334,866.7731,48.718,630815.08,1.78316698,1969.91,-44.383706,-1969.91,0.0,44.384,630815.08,1.78316698,0.0,0.0,0.0,0.0,,630815.08,1.78316698,0.0,0.0,0.0,0.0,
2021-04-23 00:00:00,659633.56,1.59401673,-38306.0,0.0,0.0,0.0,,659633.56,1.59401673,-32553.94,0.0,0.0,0.0,,659633.56,1.59401673,-0.27,0.0023,0.27,0.0,117.391,659633.56,1.59401673,-18975.2,3288.0,107141.05,0.0,32.585,659633.56,1.59401673,-8876.74,17929.7,873491.3334,866.7731,48.718,659633.56,1.59401673,1969.91,-44.383706,-1969.91,0.0,44.384,659633.56,1.59401673,0.0,0.0,0.0,0.0,,659633.56,1.59401673,0.0,0.0,0.0,0.0,
2021-04-24 00:00:00,587989.83,1.42193463,-38306.0,0.0,0.0,0.0,,587989.83,1.42193463,-32553.94,0.0,0.0,0.0,,587989.83,1.42193463,-0.27,0.0023,0.27,0.0,117.391,587989.83,1.42193463,-18975.2,3288.0,107141.05,0.0,32.585,587989.83,1.42193463,-8876.74,17929.7,873491.3334,866.7731,48.718,587989.83,1.42193463,1969.91,-44.383706,-1969.91,0.0,44.384,587989.83,1.42193463,0.0,0.0,0.0,0.0,,587989.83,1.42193463,0.0,0.0,0.0,0.0,
2021-04-25 00:00:00,659747.5,1.45385169,-38306.0,0.0,0.0,0.0,,659747.5,1.45385169,-32553.94,0.0,0.0,0.0,,659747.5,1.45385169,-0.27,0.0023,0.27,0.0,117.391,659747.5,1.45385169,-18975.2,3288.0,107141.05,0.0,32.585,659747.5,1.45385169,-8876.74,17929.7,873491.3334,866.7731,48.718,659747.5,1.45385169,1969.91,-44.383706,-1969.91,0.0,44.384,659747.5,1.45385169,0.0,0.0,0.0,0.0,,659747.5,1.45385169,0.0,0.0,0.0,0.0,
2021-04-26 00:00:00,550287.21,1.58988603,-38306.0,0.0,0.0,0.0,,550287.21,1.58988603,-32553.94,0.0,0.0,0.0,,550287.21,1.58988603,-0.27,0.0023,0.27,0.0,117.391,550287.21,1.58988603,-18975.2,3288.0,107141.05,0.0,32.585,550287.21,1.58988603,-8876.74,17929.7,873491.3334,866.7731,48.718,550287.21,1.58988603,1969.91,-44.383706,-1969.91,0.0,44.384,550287.21,1.58988603,0.0,0.0,0.0,0.0,,550287.21,1.58988603,0.0,0.0,0.0,0.0,
2021-04-27 00:00:00,555988.08,2.00889826,-38306.0,0.0,0.0,0.0,,555988.08,2.00889826,-32553.94,0.0,0.0,0.0,,555988.08,2.00889826,-0.27,0.0023,0.27,0.0,117.391,555988.08,2.00889826,-18975.2,3288.0,107141.05,0.0,32.585,555988.08,2.00889826,-8876.74,17929.7,873491.3334,866.7731,48.718,555988.08,2.00889826,1969.91,-44.383706,-1969.91,0.0,44.384,555988.08,2.00889826,0.0,0.0,0.0,0.0,,555988.08,2.00889826,0.0,0.0,0.0,0.0,
2021-04-28 00:00:00,837169.01,1.95114107,-38306.0,0.0,0.0,0.0,,837169.01,1.95114107,-32553.94,0.0,0.0,0.0,,837169.01,1.95114107,-0.27,0.0023,0.27,0.0,117.391,837169.01,1.95114107,-18975.2,3288.0,107141.05,0.0,32.585,837169.01,1.95114107,-8876.74,17929.7,873491.3334,866.7731,48.718,837169.01,1.95114107,1969.91,-44.383706,-1969.91,0.0,44.384,837169.01,1.95114107,0.0,0.0,0.0,0.0,,837169.01,1.95114107,0.0,0.0,0.0,0.0,
2021-04-29 00:00:00,641444.32,1.42675013,-38306.0,0.0,0.0,0.0,,641444.32,1.42675013,-32553.94,0.0,0.0,0.0,,641444.32,1.42675013,-0.27,0.0023,0.27,0.0,117.391,641444.32,1.42675013,-18975.2,3288.0,107141.05,0.0,32.585,641444.32,1.42675013,-8876.74,17929.7,873491.3334,866.7731,48.718,641444.32,1.42675013,1969.91,-44.383706,-1969.91,0.0,44.384,641444.32,1.42675013,0.0,0.0,0.0,0.0,,641444.32,1.42675013,0.0,0.0,0.0,0.0,
2021-04-30 00:00:00,549547.25,1.35109219,-38306.0,0.0,0.0,0.0,,549547.25,1.35109219,-32553.94,0.0,0.0,0.0,,549547.25,1.35109219,-0.27,0.0023,0.27,0.0,117.391,549547.25,1.35109219,-18975.2,3288.0,107141.05,0.0,32.585,549547.25,1.35109219,-8876.74,17929.7,873491.3334,866.7731,48.718,549547.25,1.35109219,1969.91,-44.383706,-1969.91,0.0,44.384,549547.25,1.35109219,0.0,0.0,0.0,0.0,,549547.25,1.35109219,0.0,0.0,0.0,0.0,
2021-04-30 04:07:05,,,,,,,,,,,,,,,,,,,,,,-,-,-22146.2,2996.0,88165.85,0.0,29.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30 04:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-11640.34,17729.7,863747.8203,0.0,48.718,,,,,,,,,,,,,,,,,,,,,
2021-05-01 00:00:00,610938.51,1.50035129,-38306.0,0.0,0.0,0.0,,610938.51,1.50035129,-32553.94,0.0,0.0,0.0,,610938.51,1.50035129,-0.27,0.0023,0.27,0.0,117.391,610938.51,1.50035129,-22146.2,2996.0,88165.85,0.0,29.428,610938.51,1.50035129,-11640.34,17729.7,863747.8203,0.0,48.718,610938.51,1.50035129,1969.91,-44.383706,-1969.91,0.0,44.384,610938.51,1.50035129,0.0,0.0,0.0,0.0,,610938.51,1.50035129,0.0,0.0,0.0,0.0,
2021-05-02 00:00:00,736325.01,1.55010179,-38306.0,0.0,0.0,0.0,,736325.01,1.55010179,-32553.94,0.0,0.0,0.0,,736325.01,1.55010179,-0.27,0.0023,0.27,0.0,117.391,736325.01,1.55010179,-22146.2,2996.0,88165.85,0.0,29.428,736325.01,1.55010179,-11640.34,17729.7,863747.8203,0.0,48.718,736325.01,1.55010179,1969.91,-44.383706,-1969.91,0.0,44.384,736325.01,1.55010179,0.0,0.0,0.0,0.0,,736325.01,1.55010179,0.0,0.0,0.0,0.0,
2021-05-02 03:33:32,,,,,,,,,,,,,,,,,,,,,,-,-,-27944.2,2846.0,84994.85,0.0,29.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02 15:40:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-8766.0,150.0,8766.0,0.0,58.44,,,,,,,
2021-05-02 19:44:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-22466.54,17609.7,860984.2203,0.0,48.893,,,,,,,,,,,,,,,,,,,,,
2021-05-03 00:00:00,770813.37,1.90981156,-38306.0,0.0,0.0,0.0,,770813.37,1.90981156,-32553.94,0.0,0.0,0.0,,770813.37,1.90981156,-0.27,0.0023,0.27,0.0,117.391,770813.37,1.90981156,-27944.2,2846.0,84994.85,0.0,29.865,770813.37,1.90981156,-22466.54,17609.7,860984.2203,0.0,48.893,770813.37,1.90981156,1969.91,-44.383706,-1969.91,0.0,44.384,770813.37,1.90981156,-8766.0,150.0,8766.0,0.0,58.44,770813.37,1.90981156,0.0,0.0,0.0,0.0,
2021-05-04 00:00:00,560292.28,1.46501275,-38306.0,0.0,0.0,0.0,,560292.28,1.46501275,-32553.94,0.0,0.0,0.0,,560292.28,1.46501275,-0.27,0.0023,0.27,0.0,117.391,560292.28,1.46501275,-27944.2,2846.0,84994.85,0.0,29.865,560292.28,1.46501275,-22466.54,17609.7,860984.2203,0.0,48.893,560292.28,1.46501275,1969.91,-44.383706,-1969.91,0.0,44.384,560292.28,1.46501275,-8766.0,150.0,8766.0,0.0,58.44,560292.28,1.46501275,0.0,0.0,0.0,0.0,
2021-05-05 00:00:00,705151.07,1.84549755,-38306.0,0.0,0.0,0.0,,705151.07,1.84549755,-32553.94,0.0,0.0,0.0,,705151.07,1.84549755,-0.27,0.0023,0.27,0.0,117.391,705151.07,1.84549755,-27944.2,2846.0,84994.85,0.0,29.865,705151.07,1.84549755,-22466.54,17609.7,860984.2203,0.0,48.893,705151.07,1.84549755,1969.91,-44.383706,-1969.91,0.0,44.384,705151.07,1.84549755,-8766.0,150.0,8766.0,0.0,58.44,705151.07,1.84549755,0.0,0.0,0.0,0.0,
2021-05-06 00:00:00,589027.96,1.7079685,-38306.0,0.0,0.0,0.0,,589027.96,1.7079685,-32553.94,0.0,0.0,0.0,,589027.96,1.7079685,-0.27,0.0023,0.27,0.0,117.391,589027.96,1.7079685,-27944.2,2846.0,84994.85,0.0,29.865,589027.96,1.7079685,-22466.54,17609.7,860984.2203,0.0,48.893,589027.96,1.7079685,1969.91,-44.383706,-1969.91,0.0,44.384,589027.96,1.7079685,-8766.0,150.0,8766.0,0.0,58.44,589027.96,1.7079685,0.0,0.0,0.0,0.0,
2021-05-07 00:00:00,543919.58,1.36281389,-38306.0,0.0,0.0,0.0,,543919.58,1.36281389,-32553.94,0.0,0.0,0.0,,543919.58,1.36281389,-0.27,0.0023,0.27,0.0,117.391,543919.58,1.36281389,-27944.2,2846.0,84994.85,0.0,29.865,543919.58,1.36281389,-22466.54,17609.7,860984.2203,0.0,48.893,543919.58,1.36281389,1969.91,-44.383706,-1969.91,0.0,44.384,543919.58,1.36281389,-8766.0,150.0,8766.0,0.0,58.44,543919.58,1.36281389,0.0,0.0,0.0,0.0,
2021-05-07 04:05:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-22528.82,17389.7,850158.0203,451.0503,48.889,,,,,,,,,,,,,,,,,,,,,
2021-05-07 04:06:12,,,,,,,,,,,,,,,,,,,,,,-,-,-28214.75,2646.0,79196.85,0.0,29.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08 00:00:00,641600.85,1.69659231,-38306.0,0.0,0.0,0.0,,641600.85,1.69659231,-32553.94,0.0,0.0,0.0,,641600.85,1.69659231,-0.27,0.0023,0.27,0.0,117.391,641600.85,1.69659231,-28214.75,2646.0,79196.85,0.0,29.931,641600.85,1.69659231,-22528.82,17389.7,850158.0203,451.0503,48.889,641600.85,1.69659231,1969.91,-44.383706,-1969.91,0.0,44.384,641600.85,1.69659231,-8766.0,150.0,8766.0,0.0,58.44,641600.85,1.69659231,0.0,0.0,0.0,0.0,
2021-05-08 07:20:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-22143.95,0.0,0.0,0.0,,,,,,,,
2021-05-08 07:24:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-23987.14,17379.2,849644.69,0.0,48.889,,,,,,,,,,,,,,,,,,,,,
2021-05-08 07:25:23,,,,,,,,,,,,,,,,,,,,,,-,-,-31208.55,2600.0,78926.3,0.0,30.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08 17:17:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-1488.99,89.3713,4220.0154,0.0,47.219
2021-05-08 17:54:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-09 00:00:00,429229.94,1.49807681,-38306.0,0.0,0.0,0.0,,429229.94,1.49807681,-32553.94,0.0,0.0,0.0,,429229.94,1.49807681,-0.27,0.0023,0.27,0.0,117.391,429229.94,1.49807681,-31208.55,2600.0,78926.3,0.0,30.356,429229.94,1.49807681,-23987.14,17379.2,849644.69,0.0,48.889,429229.94,1.49807681,1969.91,-44.383706,-1969.91,0.0,44.384,429229.94,1.49807681,-22143.95,0.0,0.0,0.0,,429229.94,1.49807681,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-10 00:00:00,530872.49,1.36360558,-38306.0,0.0,0.0,0.0,,530872.49,1.36360558,-32553.94,0.0,0.0,0.0,,530872.49,1.36360558,-0.27,0.0023,0.27,0.0,117.391,530872.49,1.36360558,-31208.55,2600.0,78926.3,0.0,30.356,530872.49,1.36360558,-23987.14,17379.2,849644.69,0.0,48.889,530872.49,1.36360558,1969.91,-44.383706,-1969.91,0.0,44.384,530872.49,1.36360558,-22143.95,0.0,0.0,0.0,,530872.49,1.36360558,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-11 00:00:00,369256.27,1.34041884,-38306.0,0.0,0.0,0.0,,369256.27,1.34041884,-32553.94,0.0,0.0,0.0,,369256.27,1.34041884,-0.27,0.0023,0.27,0.0,117.391,369256.27,1.34041884,-31208.55,2600.0,78926.3,0.0,30.356,369256.27,1.34041884,-23987.14,17379.2,849644.69,0.0,48.889,369256.27,1.34041884,1969.91,-44.383706,-1969.91,0.0,44.384,369256.27,1.34041884,-22143.95,0.0,0.0,0.0,,369256.27,1.34041884,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-12 00:00:00,356449.3,1.3156038,-38306.0,0.0,0.0,0.0,,356449.3,1.3156038,-32553.94,0.0,0.0,0.0,,356449.3,1.3156038,-0.27,0.0023,0.27,0.0,117.391,356449.3,1.3156038,-31208.55,2600.0,78926.3,0.0,30.356,356449.3,1.3156038,-23987.14,17379.2,849644.69,0.0,48.889,356449.3,1.3156038,1969.91,-44.383706,-1969.91,0.0,44.384,356449.3,1.3156038,-22143.95,0.0,0.0,0.0,,356449.3,1.3156038,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-13 00:00:00,379501.48,1.14385718,-38306.0,0.0,0.0,0.0,,379501.48,1.14385718,-32553.94,0.0,0.0,0.0,,379501.48,1.14385718,-0.27,0.0023,0.27,0.0,117.391,379501.48,1.14385718,-31208.55,2600.0,78926.3,0.0,30.356,379501.48,1.14385718,-23987.14,17379.2,849644.69,0.0,48.889,379501.48,1.14385718,1969.91,-44.383706,-1969.91,0.0,44.384,379501.48,1.14385718,-22143.95,0.0,0.0,0.0,,379501.48,1.14385718,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-14 00:00:00,445582.85,1.17815721,-38306.0,0.0,0.0,0.0,,445582.85,1.17815721,-32553.94,0.0,0.0,0.0,,445582.85,1.17815721,-0.27,0.0023,0.27,0.0,117.391,445582.85,1.17815721,-31208.55,2600.0,78926.3,0.0,30.356,445582.85,1.17815721,-23987.14,17379.2,849644.69,0.0,48.889,445582.85,1.17815721,1969.91,-44.383706,-1969.91,0.0,44.384,445582.85,1.17815721,-22143.95,0.0,0.0,0.0,,445582.85,1.17815721,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-15 00:00:00,401313.62,1.0611421,-38306.0,0.0,0.0,0.0,,401313.62,1.0611421,-32553.94,0.0,0.0,0.0,,401313.62,1.0611421,-0.27,0.0023,0.27,0.0,117.391,401313.62,1.0611421,-31208.55,2600.0,78926.3,0.0,30.356,401313.62,1.0611421,-23987.14,17379.2,849644.69,0.0,48.889,401313.62,1.0611421,1969.91,-44.383706,-1969.91,0.0,44.384,401313.62,1.0611421,-22143.95,0.0,0.0,0.0,,401313.62,1.0611421,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-16 00:00:00,404991.88,1.04108852,-38306.0,0.0,0.0,0.0,,404991.88,1.04108852,-32553.94,0.0,0.0,0.0,,404991.88,1.04108852,-0.27,0.0023,0.27,0.0,117.391,404991.88,1.04108852,-31208.55,2600.0,78926.3,0.0,30.356,404991.88,1.04108852,-23987.14,17379.2,849644.69,0.0,48.889,404991.88,1.04108852,1969.91,-44.383706,-1969.91,0.0,44.384,404991.88,1.04108852,-22143.95,0.0,0.0,0.0,,404991.88,1.04108852,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-17 00:00:00,199915.21,0.71913221,-38306.0,0.0,0.0,0.0,,199915.21,0.71913221,-32553.94,0.0,0.0,0.0,,199915.21,0.71913221,-0.27,0.0023,0.27,0.0,117.391,199915.21,0.71913221,-31208.55,2600.0,78926.3,0.0,30.356,199915.21,0.71913221,-23987.14,17379.2,849644.69,0.0,48.889,199915.21,0.71913221,1969.91,-44.383706,-1969.91,0.0,44.384,199915.21,0.71913221,-22143.95,0.0,0.0,0.0,,199915.21,0.71913221,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-18 00:00:00,350154.92,0.6114515,-38306.0,0.0,0.0,0.0,,350154.92,0.6114515,-32553.94,0.0,0.0,0.0,,350154.92,0.6114515,-0.27,0.0023,0.27,0.0,117.391,350154.92,0.6114515,-31208.55,2600.0,78926.3,0.0,30.356,350154.92,0.6114515,-23987.14,17379.2,849644.69,0.0,48.889,350154.92,0.6114515,1969.91,-44.383706,-1969.91,0.0,44.384,350154.92,0.6114515,-22143.95,0.0,0.0,0.0,,350154.92,0.6114515,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-19 00:00:00,137610.18,0.3644464,-38306.0,0.0,0.0,0.0,,137610.18,0.3644464,-32553.94,0.0,0.0,0.0,,137610.18,0.3644464,-0.27,0.0023,0.27,0.0,117.391,137610.18,0.3644464,-31208.55,2600.0,78926.3,0.0,30.356,137610.18,0.3644464,-23987.14,17379.2,849644.69,0.0,48.889,137610.18,0.3644464,1969.91,-44.383706,-1969.91,0.0,44.384,137610.18,0.3644464,-22143.95,0.0,0.0,0.0,,137610.18,0.3644464,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-20 00:00:00,110699.18,0.46756208,-38306.0,0.0,0.0,0.0,,110699.18,0.46756208,-32553.94,0.0,0.0,0.0,,110699.18,0.46756208,-0.27,0.0023,0.27,0.0,117.391,110699.18,0.46756208,-31208.55,2600.0,78926.3,0.0,30.356,110699.18,0.46756208,-23987.14,17379.2,849644.69,0.0,48.889,110699.18,0.46756208,1969.91,-44.383706,-1969.91,0.0,44.384,110699.18,0.46756208,-22143.95,0.0,0.0,0.0,,110699.18,0.46756208,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-21 00:00:00,179243.27,0.40236338,-38306.0,0.0,0.0,0.0,,179243.27,0.40236338,-32553.94,0.0,0.0,0.0,,179243.27,0.40236338,-0.27,0.0023,0.27,0.0,117.391,179243.27,0.40236338,-31208.55,2600.0,78926.3,0.0,30.356,179243.27,0.40236338,-23987.14,17379.2,849644.69,0.0,48.889,179243.27,0.40236338,1969.91,-44.383706,-1969.91,0.0,44.384,179243.27,0.40236338,-22143.95,0.0,0.0,0.0,,179243.27,0.40236338,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-22 00:00:00,135702.73,0.38890898,-38306.0,0.0,0.0,0.0,,135702.73,0.38890898,-32553.94,0.0,0.0,0.0,,135702.73,0.38890898,-0.27,0.0023,0.27,0.0,117.391,135702.73,0.38890898,-31208.55,2600.0,78926.3,0.0,30.356,135702.73,0.38890898,-23987.14,17379.2,849644.69,0.0,48.889,135702.73,0.38890898,1969.91,-44.383706,-1969.91,0.0,44.384,135702.73,0.38890898,-22143.95,0.0,0.0,0.0,,135702.73,0.38890898,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-23 00:00:00,122509.62,0.36663502,-38306.0,0.0,0.0,0.0,,122509.62,0.36663502,-32553.94,0.0,0.0,0.0,,122509.62,0.36663502,-0.27,0.0023,0.27,0.0,117.391,122509.62,0.36663502,-31208.55,2600.0,78926.3,0.0,30.356,122509.62,0.36663502,-23987.14,17379.2,849644.69,0.0,48.889,122509.62,0.36663502,1969.91,-44.383706,-1969.91,0.0,44.384,122509.62,0.36663502,-22143.95,0.0,0.0,0.0,,122509.62,0.36663502,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-24 00:00:00,151411.13,0.41204043,-38306.0,0.0,0.0,0.0,,151411.13,0.41204043,-32553.94,0.0,0.0,0.0,,151411.13,0.41204043,-0.27,0.0023,0.27,0.0,117.391,151411.13,0.41204043,-31208.55,2600.0,78926.3,0.0,30.356,151411.13,0.41204043,-23987.14,17379.2,849644.69,0.0,48.889,151411.13,0.41204043,1969.91,-44.383706,-1969.91,0.0,44.384,151411.13,0.41204043,-22143.95,0.0,0.0,0.0,,151411.13,0.41204043,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-25 00:00:00,132556.49,0.3194728,-38306.0,0.0,0.0,0.0,,132556.49,0.3194728,-32553.94,0.0,0.0,0.0,,132556.49,0.3194728,-0.27,0.0023,0.27,0.0,117.391,132556.49,0.3194728,-31208.55,2600.0,78926.3,0.0,30.356,132556.49,0.3194728,-23987.14,17379.2,849644.69,0.0,48.889,132556.49,0.3194728,1969.91,-44.383706,-1969.91,0.0,44.384,132556.49,0.3194728,-22143.95,0.0,0.0,0.0,,132556.49,0.3194728,-2888.74,63.63,2731.0254,0.0,42.92
2021-05-26 00:00:00,127579.49,0.35287509,-38306.0,0.0,0.0,0.0,,127579.49,0.35287509,-32553.94,0.0,0.0,0.0,,127579.49,0.35287509,-0.27,0.0023,0.27,0.0,117.391,127579.49,0.35287509,-31208.55,2600.0,78926.3,0.0,30.356,127579.49,0.35287509,-23987.14,17379.2,849644.69,0.0,48.889,127579.49,0.35287509,1969.91,-44.383706,-1969.91,0.0,44.384,127579.49,0.35287509,-22143.95,0.0,0.0,0.0,,127579.49,0.35287509,-2888.74,63.63,2731.0254,0.0,42.92
